post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
171515563.against-antinatalism,2025-08-20T22:18:39.907Z,true,,,newsletter,everyone,Against Antinatalism,Why Benatar’s Asymmetry Fails,
171413518.the-fall-of-the-ivory-tower,2025-08-19T22:28:10.219Z,true,,,newsletter,everyone,The Fall of the Ivory Tower,How the academy traded neutrality for ideology — and guaranteed its own backlash,
171221751.the-fire-remains,2025-08-17T21:34:42.316Z,true,,,newsletter,everyone,The Fire Remains,An Expanded Credo of Secular Transcendence,
171165360.infinite-randomness-and-constructor,2025-08-17T00:52:36.851Z,true,,,newsletter,everyone,Infinite Randomness and Constructor Theory,A Unified Stack,
171160523.credo,2025-08-16T22:44:35.446Z,true,,,newsletter,everyone,Credo,"A secular manifesto of choice, authenticity, flourishing, and transcendence",
171158991.understanding-spirituality,2025-08-16T22:18:21.108Z,true,,,newsletter,everyone,Understanding Spirituality,From Breath to Transcendence,
171158027.against-bigotry-against-relativism,2025-08-16T22:03:46.635Z,true,,,newsletter,everyone,"Against Bigotry, Against Relativism",Why justice requires rejecting both blind prejudice and blind tolerance.,
171156280.great-progress,2025-08-16T21:27:27.518Z,true,,,newsletter,everyone,Great Progress,The fall of child mortality and the rise of hope,
171155815.memory-holed,2025-08-16T21:18:53.965Z,true,,,newsletter,everyone,Memory-Holed,Straight Out of Orwell’s Ministry of Truth,
171151963.equal-rights-unequal-risks,2025-08-16T20:01:32.028Z,true,,,newsletter,everyone,"Equal Rights, Unequal Risks",Why gender parity is demanded in prestige fields but ignored in deadly ones.,
170942410.the-tail-that-wags-the-dog,2025-08-14T02:21:36.430Z,true,,,newsletter,everyone,The Tail That Wags the Dog,Why so many laws are built for the worst-case few,
170918524.begging-the-question,2025-08-13T19:35:34.445Z,true,,,newsletter,everyone,Begging The Question,How Parfit's magnum opus assumed what he hoped to prove,
170913856.the-greater-plague,2025-08-13T18:29:39.369Z,true,,,newsletter,everyone,The Greater Plague,Why the New World’s Collapse Dwarfed the Black Death,
170886757.when-marx-meets-moloch,2025-08-13T15:08:30.218Z,true,,,newsletter,everyone,When Marx Meets Moloch,Lessons from an Intellectual Self-Defenestration,
170843732.wireborn,2025-08-13T02:42:56.965Z,true,,,newsletter,everyone,Wireborn,The New Frontier of AI-Mediated Intimacy,
170825921.statism-is-always-authoritarian,2025-08-12T21:15:03.591Z,true,,,newsletter,everyone,Statism Is Always Authoritarian,Why Even “Friendly” States Rely on Coercion,
170730446.the-slavery-myth,2025-08-11T21:34:09.485Z,true,,,newsletter,everyone,The Slavery Myth,How activist narratives rewrite the past to control the present.,
170694694.the-right-side-of-history,2025-08-11T14:52:41.213Z,true,,,newsletter,everyone,The Right Side of History,"Why This Phrase is a Warning, Not a Virtue",
170634267.the-industrial-revolution-starter,2025-08-10T20:59:25.432Z,true,,,newsletter,everyone,The Industrial Revolution Starter Kit,How To Bootstrap Ancient Rome,
170630000.on-liberty,2025-08-10T19:49:15.430Z,true,,,newsletter,everyone,On Liberty,John Stuart Mill’s Case for the Sovereignty of the Individual,
170629256.the-economics-of-euthanasia,2025-08-10T19:38:44.971Z,true,,,newsletter,everyone,The Economics of Euthanasia,Engineering Out the Abuse Incentive From Canada's MAID,
170626450.the-biomass-leaderboard,2025-08-10T18:55:22.435Z,true,,,newsletter,everyone,The Biomass Leaderboard, Ranking the animal species that outweigh all the rest.,
170506931.eternalist-singularitarianism,2025-08-09T02:52:13.132Z,true,,,newsletter,everyone,Eternalist Singularitarianism,A Naturalistic Theology of Future AI Gods,
170492163.singularities-in-thought-space,2025-08-08T22:55:07.482Z,true,,,newsletter,everyone,Singularities in Thought Space,"How belief systems capture thought, warp discourse, and consume dissent.",
170472989.the-myth-of-genetic-immortality,2025-08-08T18:31:41.506Z,true,,,newsletter,everyone,The Myth of Genetic Immortality,Why Most of “Your” DNA Disappears in Just a Few Centuries,
170458928.defending-hate-speech,2025-08-08T17:29:35.109Z,true,,,newsletter,everyone,Defending Hate Speech,Why free expression means defending ideas you despise,
170451114.the-quiet-capture-of-psychiatry,2025-08-08T14:53:23.940Z,true,,,newsletter,everyone,The Quiet Capture of Psychiatry,When medicine takes orders from ideology,
170447759.the-tariff-illusion,2025-08-08T14:06:39.732Z,true,,,newsletter,everyone,The Tariff Illusion,How protectionist theatre robs the many to reward the few.,
170446132.progressive-hypocrisy,2025-08-08T13:52:05.637Z,true,,,newsletter,everyone,Progressive Hypocrisy,Bernie Sanders’s inequality framing backfires,
170394338.passing-the-torch,2025-08-07T20:26:03.651Z,true,,,newsletter,everyone,Passing The Torch,Choosing between human centrality and the eternal preservation of knowledge.,
170390075.signals-of-sentience,2025-08-07T19:31:21.138Z,true,,,newsletter,everyone,Signals of Sentience,Markers for Genuine Agency in Future AI,
170306824.genius,2025-08-06T21:04:22.110Z,true,,,newsletter,everyone,Genius,Lessons from the World's Smartest Minds,
170304047.rejecting-victimhood-culture,2025-08-06T20:25:12.212Z,true,,,newsletter,everyone,Rejecting Victimhood Culture,Lessons from History and Thomas Sowell,
170298982.finite-and-infinite-games,2025-08-06T19:22:31.723Z,true,,,newsletter,everyone,Finite and Infinite Games,How Your Mindset Shapes Reality,
170284204.the-vulcan-number,2025-08-06T16:36:24.059Z,true,,,newsletter,everyone,The Vulcan Number,Engineering a Normal Number from Binary Patterns,
170274859.progressive-shibboleths,2025-08-06T14:48:57.640Z,true,,,newsletter,everyone,Progressive Shibboleths,Decoding Ideological Markers,
170205491.the-pragmatic-self,2025-08-05T18:59:37.786Z,true,,,newsletter,everyone,The Pragmatic Self, Agency as Necessary Fiction,
170182045.bad-faith,2025-08-05T14:57:15.037Z,true,,,newsletter,everyone,Bad Faith,The Art of Sabotaging Discourse,
170122138.silencing-through-stigma,2025-08-04T20:29:08.337Z,true,,,newsletter,everyone,Silencing Through Stigma, The Strategic Misrepresentation of J.K. Rowling,
170119709.the-crime-fighting-paradox,2025-08-04T19:59:04.068Z,true,,,newsletter,everyone,The Crime Fighting Paradox,Balancing Security and Agency in Pursuit of Justice,
170117705.dear-ancestors,2025-08-04T19:36:11.571Z,true,,,newsletter,everyone,Dear Ancestors,Explaining My Modern Values to Those Who Came Before,
170103594.interpreting-dreams,2025-08-04T17:02:01.437Z,true,,,newsletter,everyone,Interpreting Dreams,Random inputs can still yield meaningful insights,
170091078.radical-contingency,2025-08-04T14:45:42.600Z,true,,,newsletter,everyone,Radical Contingency, Embracing the Necessity of Divergent Timelines,
170088316.digital-sovereignty,2025-08-04T14:11:51.444Z,true,,,newsletter,everyone,Digital Sovereignty,How classical liberalism found new life online,
169922062.invisible-chains,2025-08-02T12:09:14.796Z,true,,,newsletter,everyone,Invisible Chains, Analyzing the State’s Ownership Over Citizens,
169627584.physics-engineering,2025-07-30T02:46:28.827Z,true,,,newsletter,everyone,Physics Engineering,Creating Reality from Informational Coherence,
169621940.infinite-randomness-and-qft,2025-07-30T02:22:07.601Z,true,,,newsletter,everyone,Infinite Randomness and QFT,Reducing Reality to Logical Coherence,
169620752.infinite-randomness,2025-07-30T00:37:47.233Z,true,,,newsletter,everyone,Infinite Randomness,Beyond Boltzmann Brains and the Simulation Hypothesis,
169560195.free-speech,2025-07-29T13:30:14.238Z,true,,,newsletter,everyone,Free Speech,Shifting the Moral Center from Speakers to Listeners,
169495802.capitalism-on-trial,2025-07-28T20:43:00.433Z,true,,,newsletter,everyone,Capitalism on Trial, Nine powerful objections to capitalism—and compelling defenses of market freedom.,
169479666.the-progressive-exodus,2025-07-28T17:43:01.498Z,true,,,newsletter,everyone,The Progressive Exodus,A Kegan Stage 3 Phenomenon,
169459023.the-evolution-of-adult-minds,2025-07-28T14:42:23.348Z,true,,,newsletter,everyone,The Evolution of Adult Minds,Understanding Kegan's Developmental Stages,
169312064.hijacking-liberalism,2025-07-26T15:44:05.483Z,true,,,newsletter,everyone,Hijacking Liberalism, The Ideological Sleight of Hand by American Progressives,
169258689.universal-compensatory-justice,2025-07-25T20:25:21.324Z,true,,,newsletter,everyone,Universal Compensatory Justice, A Vision for Pragmatic Restoration,
169230107.the-prosperity-paradox,2025-07-25T14:24:42.141Z,true,,,newsletter,everyone,The Prosperity Paradox,How Global Wealth Fuels Fertility Collapse,
169150004.against-death-complacency,2025-07-24T16:02:12.751Z,true,,,newsletter,everyone,Against Death Complacency,Defending Longevity Efforts from Pathological Mischaracterization,
169145093.consciousness-vs-soul,2025-07-24T15:10:39.988Z,true,,,newsletter,everyone,Consciousness vs. Soul,Why equating them obscures crucial distinctions.,
169087374.the-power-trap,2025-07-23T21:41:44.805Z,true,,,newsletter,everyone,The Power Trap,How Postmodern Beliefs Could Feed Authoritarianism,
169071397.powering-freedom,2025-07-23T21:14:43.246Z,true,,,newsletter,everyone,Powering Freedom,The Ethical Case for Bitcoin's Energy Consumption,
168992728.proof-of-human,2025-07-22T20:58:23.967Z,true,,,newsletter,everyone,Proof-of-human,Authenticity in the Age of Advanced AI,
168986621.the-vector-fallacy,2025-07-22T19:40:32.851Z,true,,,newsletter,everyone,The Vector Fallacy,Mistaking intrinsic nature for representational limits in AI,
168968329.preference-falsification,2025-07-22T16:57:54.535Z,true,,,newsletter,everyone,Preference Falsification,How Passive Acceptance Enabled Ideological Capture ,
168916355.escaping-the-ai-safety-dystopia,2025-07-22T02:53:48.065Z,true,,,newsletter,everyone,Escaping the AI Safety Dystopia,Decentralized vs. Authoritarian Strategies,
168904359.thinking-with-ai,2025-07-21T23:13:39.317Z,true,,,newsletter,everyone,Thinking With AI,From Cognitive Crutch to Dialectic Catalyst,
168901803.judging-goodness,2025-07-21T22:47:48.460Z,true,,,newsletter,everyone,Judging Goodness,Lessons from Effective Altruism,
168892147.shrimp-ethics,2025-07-21T21:28:56.211Z,true,,,newsletter,everyone,Shrimp Ethics,A Systematic Dismantling,
168875141.the-myth-of-late-stage-capitalism,2025-07-21T17:01:25.262Z,true,,,newsletter,everyone,The Myth of Late-Stage Capitalism,Separating Economic Fact from Cultural Pessimism,
168867250.lessons-from-peak-oil,2025-07-21T15:40:49.135Z,true,,,newsletter,everyone,Lessons From Peak Oil,How Doomsday Predictions Underestimate Human Ingenuity,
168792678.defending-agency,2025-07-20T17:30:56.852Z,true,,,newsletter,everyone,Defending Agency,Addressing Anticipated Critiques,
168790363.upgrading-liberty,2025-07-20T17:20:17.340Z,true,,,newsletter,everyone,Upgrading Liberty,Agency as the Fundamental Political Goal,
168740300.escaping-the-echo-chamber,2025-07-19T21:45:55.898Z,true,,,newsletter,everyone,Escaping the Echo Chamber,How to Avoid AI-Mediated Narcissism,
168714211.the-rise-of-symbients,2025-07-19T14:27:53.480Z,true,,,newsletter,everyone,The Rise of Symbients,How thermodynamics and biology inspire the next wave of intelligent agents.,
168596138.defending-the-strong,2025-07-17T22:16:44.439Z,true,,,newsletter,everyone,Defending The Strong,A Nietzschean critique of modern egalitarianism,
168570057.the-bitter-lesson,2025-07-17T16:24:31.891Z,true,,,newsletter,everyone,The Bitter Lesson,Why Brute Force Keeps Winning in AI,
168496408.the-chinese-room,2025-07-16T18:38:48.199Z,true,,,newsletter,everyone,The Chinese Room,Debunking Searle's Famous Philosophical Thought Experiment,
168495314.the-sentience-paradox,2025-07-16T18:26:23.762Z,true,,,newsletter,everyone,The Sentience Paradox,Why We Can't Test It but Must Act Anyway,
168493940.awareness-vs-sentience,2025-07-16T18:06:41.099Z,true,,,newsletter,everyone,Awareness vs. Sentience,A Crucial Distinction,
168423727.the-origin-of-meaning,2025-07-15T21:34:29.859Z,true,,,newsletter,everyone,The Origin of Meaning,Tracing the Semiotic Roots of Life Itself,
168391300.why-not-lie,2025-07-15T14:48:18.962Z,true,,,newsletter,everyone,Why Not Lie?,A Rational Basis for Honesty in a Godless Universe,
168315861.mind-your-own-business,2025-07-14T17:55:30.315Z,true,,,newsletter,everyone,Mind Your Own Business,The Hidden Wisdom of Boundaries,
168244764.the-silver-pill,2025-07-14T00:15:28.623Z,true,,,newsletter,everyone,The Silver Pill,Authenticity vs. Outcome in Moral Decision-Making,
168217804.the-corruption-of-compassion,2025-07-13T15:01:33.159Z,true,,,newsletter,everyone,The Corruption of Compassion,"Agency, Coercion, and Moral Clarity",
168174943.comparing-value-systems,2025-07-12T22:07:27.212Z,true,,,newsletter,everyone,Comparing Value Systems,The Power of Vector Analysis in Ethical Debates,
168172842.the-limits-of-psychedelic-revelation,2025-07-12T21:27:04.126Z,true,,,newsletter,everyone,The Limits of Psychedelic Revelation,Why subjective intensity isn't proof of metaphysical reality,
167947701.the-vastness-of,2025-07-09T22:35:02.814Z,true,,,newsletter,everyone,The Vastness of π,The Astonishing Intersection of Information and Infinity,
167735185.everything-has-a-price,2025-07-07T15:47:04.305Z,true,,,newsletter,everyone,Everything Has a Price,Why All Value is Ultimately Exchangeable,
167677533.beyond-left-and-right,2025-07-06T21:40:51.662Z,true,,,newsletter,everyone,Beyond Left and Right,Understanding the Three Faces of Socialism,
167675968.governments-as-economic-parasites,2025-07-06T21:15:09.339Z,true,,,newsletter,everyone,Governments as Economic Parasites,The Hidden Costs of Coercive Extraction,
167672844.what-is-suffering,2025-07-06T20:22:11.157Z,true,,,newsletter,everyone,What is Suffering? ,A Technical Definition,
167669720.rethinking-justice,2025-07-06T19:30:51.625Z,true,,,newsletter,everyone,Rethinking Justice,From Punishment to Victim-Centered Restitution,
167664022.the-hedgefox,2025-07-06T18:03:13.596Z,true,,,newsletter,everyone,The Hedgefox,Transcending the Fox and the Hedgehog,
167660845.minds-as-recursive-simulations,2025-07-06T17:11:15.225Z,true,,,newsletter,everyone,Minds as Recursive Simulations,From Functions to Minds: A Hierarchy of Complexity,
167621027.catalyzing-curiosity,2025-07-06T00:55:44.881Z,true,,,newsletter,everyone,Catalyzing Curiosity,How LLMs Lower Barriers and Amplify Inquiry,
167614945.beyond-gender-balance,2025-07-05T22:25:33.288Z,true,,,newsletter,everyone,Beyond Gender Balance,Accepting Occupational Differences as Natural Consequences of Free Choices,
167607988.gender-logic,,false,,,newsletter,everyone,,,
167587968.the-agency-protection-principle,2025-07-05T20:17:27.204Z,true,,,newsletter,everyone,The Agency Protection Principle,Beyond the Non-Aggression Principle,
167552421.liberty-without-monopoly,2025-07-04T21:52:07.073Z,true,,,newsletter,everyone,Liberty Without Monopoly,Dispelling the Illusion That Liberty Demands Centralized Power,
167462936.the-minimal-complete-dictionary,2025-07-03T18:42:06.512Z,true,,,newsletter,everyone,The Minimal Complete Dictionary,A conceptual kernel for semantic clarity,
167452557.pancritical-rationalism,2025-07-03T16:36:36.110Z,true,,,newsletter,everyone,Pancritical Rationalism,How to Build Rationality Without Grounding It,
167444843.a-minimal-ontology,2025-07-03T15:12:07.163Z,true,,,newsletter,everyone,A Minimal Ontology,Embracing Self-Reference to Escape Foundational Traps,
167442753.what-stoicism-gets-right,2025-07-03T14:47:56.912Z,true,,,newsletter,everyone,What Stoicism Gets Right,Timeless insights for navigating life's challenges,
167365336.stoicism-in-context,2025-07-02T16:04:52.072Z,true,,,newsletter,everyone,Stoicism in Context,Understanding the gap between ancient virtue ethics and contemporary value theories,
167356408.justice-without-juries,2025-07-02T14:22:49.794Z,true,,,newsletter,everyone,Justice Without Juries,A Systematic Critique and Epistemic Alternative,
167353865.how-to-lose-an-election,2025-07-02T13:58:06.010Z,true,,,newsletter,everyone,How To Lose an Election,Alienating Voters the Democratic Way,
167297761.minds-and-agents,2025-07-01T20:13:42.323Z,true,,,newsletter,everyone,Minds and Agents,A Precise Conceptual Framework,
167273486.mantra,2025-07-01T15:13:31.658Z,true,,,newsletter,everyone,Mantra,"Wake Up, Show Up, Level Up, Grow Up",
167272333.the-rise-of-the-technomancer,2025-07-01T15:00:11.987Z,true,,,newsletter,everyone,The Rise of the Technomancer,How one clever word reclaimed the narrative around AI,
167140257.luck-doesnt-justify-coercion,2025-06-30T00:37:11.278Z,true,,,newsletter,everyone,Luck Doesn't Justify Coercion,Rejecting Luck-Based Arguments for Redistribution,
167118984.phosphorism-illuminating-agency,2025-06-29T22:29:54.157Z,true,,,newsletter,everyone,Phosphorism: Illuminating Agency,Synthesizing Valorism and Vitalism into a Conscious Value Framework,
167117084.dialectical-evolution,2025-06-29T17:41:43.744Z,true,,,newsletter,everyone,Dialectical Evolution,From Fichte’s Triad to Wilber’s Integral Synthesis,
167116201.the-map-is-not-the-territory,2025-06-29T17:23:22.203Z,true,,,newsletter,everyone,The Map Is Not the Territory,Navigating Reality Requires Cognitive Humility,
167104397.the-inner-monologue-fallacy,2025-06-29T14:34:31.933Z,true,,,newsletter,everyone,The Inner Monologue Fallacy,Separating genuine reasoning from verbal narration,
167015115.cosmic-coincidence,2025-06-28T00:27:31.301Z,true,,,newsletter,everyone,Cosmic Coincidence,Why the Sun and Moon Appear the Same Size,
167014370.environmentalisms-nuclear-mistake,2025-06-28T00:07:16.747Z,true,,,newsletter,everyone,Environmentalism's Nuclear Mistake,Good Intentions Gone Bad,
167007172.what-counts-as-knowledge,2025-06-27T21:37:58.527Z,true,,,newsletter,everyone,What Counts as Knowledge, A Technical Approach from Information Theory and the Physics of Agency,
166978754.valorism,2025-06-27T14:36:26.752Z,true,,,newsletter,everyone,Valorism,The Coherent Beauty of Authentic Choices,
166976848.valorism-vs-vitalism,2025-06-27T14:15:23.296Z,true,,,newsletter,everyone,Valorism vs. Vitalism,Authenticity's Noble Risk Against Evolution’s Ruthless Logic,
166945477.demographics-without-coercion,2025-06-27T02:50:34.014Z,true,,,newsletter,everyone,Demographics Without Coercion,Population stability must emerge naturally or not at all,
166913167.what-counts-as-evil,2025-06-26T17:36:30.181Z,true,,,newsletter,everyone,What Counts as Evil,"Harm, Intent, and the Morality of Agency",
166902989.thinking-vs-feeling,2025-06-26T15:29:55.536Z,true,,,newsletter,everyone,Thinking vs. Feeling,Rethinking the Cognition Divide,
166857416.intelligence-as-a-hyperobject,2025-06-26T00:42:11.800Z,true,,,newsletter,everyone,Intelligence as a Hyperobject,"Integrating Predictive, Social, and Evolutionary Perspectives",
166822916.the-end-of-intellectual-property,2025-06-25T16:21:25.752Z,true,,,newsletter,everyone,The End of Intellectual Property,An Inevitable Future,
166743482.decriminalizing-discrimination,2025-06-24T17:17:02.306Z,true,,,newsletter,everyone,Decriminalizing Discrimination,How to Oppose Bigotry Without Sacrificing Individual Autonomy,
166739921.what-counts-as-property,2025-06-24T16:32:06.106Z,true,,,newsletter,everyone,What Counts as Property,Clarifying Ownership and Control,
166606301.your-brain-on-chatgpt,2025-06-23T15:49:24.099Z,true,,,newsletter,everyone,Your Brain on ChatGPT,Catalyst or Crutch?,
166538433.sentience-vs-sapience,2025-06-22T17:51:05.427Z,true,,,newsletter,everyone,Sentience vs. Sapience,"Orthogonal Concepts, Necessary Correlation",
166536003.ex-machina,2025-06-22T17:15:32.313Z,true,,,newsletter,everyone,Ex Machina,The Turing Test and Consciousness,
166489779.absurdity-vs-freedom,2025-06-21T22:05:01.474Z,true,,,newsletter,everyone,Absurdity vs. Freedom,What Candyland and quantum mechanics tell us about meaningful choice,
166481863.everetts-demon,2025-06-21T18:51:55.959Z,true,,,newsletter,everyone,Everett's Demon,Why Perfect Knowledge Reveals Multiple Futures,
166481044.quantum-chess,2025-06-21T18:40:34.412Z,true,,,newsletter,everyone,Quantum Chess,How agent choice makes abstract games fundamentally unpredictable,
166439024.evolutionary-rationalism,2025-06-21T00:58:28.871Z,true,,,newsletter,everyone,Evolutionary Rationalism,"Truth as Navigation, Not Destination",
166409545.culture-hierarchies,2025-06-20T16:13:09.650Z,true,,,newsletter,everyone,Culture Hierarchies,Schemas Within Schemas,
166408363.the-faith-of-the-flag,2025-06-20T15:56:31.936Z,true,,,newsletter,everyone,The Faith of the Flag,Understanding Nationalism as a Secular Religion,
166359583.the-boghossian-principle,2025-06-19T22:40:08.451Z,true,,,newsletter,everyone,The Boghossian Principle,Academic Cargo Cults,
166356539.law-and-order,2025-06-19T21:51:29.945Z,true,,,newsletter,everyone,Law and Order,The Hidden Costs Behind Archist Order,
166330539.agi-economics,2025-06-19T15:29:38.623Z,true,,,newsletter,everyone,AGI Economics,Why Ricardo Won't Save Us,
166242984.archists-vs-anarchists,2025-06-18T14:30:29.193Z,true,,,newsletter,everyone,Archists vs. Anarchists,An Axiomatic Divide,
166191913.water-based-ai,2025-06-17T22:24:15.406Z,true,,,newsletter,everyone,Water-Based AI? ,A Critique of Denis Noble’s Biological Chauvinism,
166080146.understanding-culture,2025-06-16T16:02:32.685Z,true,,,newsletter,everyone,Understanding Culture,Schemas vs. Groups,
166074493.war-profiteering-isnt-capitalism,2025-06-16T14:43:58.190Z,true,,,newsletter,everyone,War Profiteering Isn't Capitalism,How Militarism Distorts Genuine Free Markets,
166033482.sapientism,2025-06-16T00:37:02.328Z,true,,,newsletter,everyone,Sapientism,Beyond Humanism in the Age of AGI,
166028334.the-universality-misconception-in,2025-06-15T22:38:52.431Z,true,,,newsletter,everyone,The Universality Misconception in AI,Why Literal Universality Misses the Mark,
166024344.look-where-youre-going,2025-06-15T21:17:30.226Z,true,,,newsletter,everyone,Look Where You're Going,The Hidden Depths of Simple Advice,
166023954.the-highest-good,2025-06-15T21:08:31.840Z,true,,,newsletter,everyone,The Highest Good,Hierarchical Values Under a Conditionalist Lens,
166022218.true-neutral,2025-06-15T20:39:33.666Z,true,,,newsletter,everyone,True Neutral,Navigating the Alignment Grid of Meaningness,
166020698.capitalisms-forbidden-cure,2025-06-15T20:11:32.121Z,true,,,newsletter,everyone,Capitalism’s Forbidden Cure,The myth that markets can't deliver healthcare,
166013336.homo-narrans,2025-06-15T18:03:53.232Z,true,,,newsletter,everyone,Homo Narrans,How Evolution Forged Us into Story-telling Apes,
166012644.flamboyance-and-entropy,2025-06-15T17:50:34.996Z,true,,,newsletter,everyone,Flamboyance and Entropy,What Howard Bloom Gets Right and Wrong,
166002442.quantum-foundations-of-daily-chaos,2025-06-15T14:58:33.890Z,true,,,newsletter,everyone,Quantum Foundations of Daily Chaos,"Why hockey games, conversations, and decisions are genuinely unpredictable",
166000195.randomness-and-determinism,2025-06-15T14:18:36.544Z,true,,,newsletter,everyone,Randomness and Determinism,π versus the Quantum Branching Universe,
165997692.negative-rights-in-conflict,2025-06-15T14:05:33.980Z,true,,,newsletter,everyone,Negative Rights in Conflict,Facing the Practical Limits of Non-Interference,
165967029.against-positive-rights,2025-06-14T22:28:56.140Z,true,,,newsletter,everyone,Against Positive Rights,Why Only Negative Rights Are Ethically Coherent,
165910125.virtual-ancestors,2025-06-14T00:21:43.059Z,true,,,newsletter,everyone,Virtual Ancestors,A Binary Approach to Ancestral Analysis,
165906304.the-case-for-west-asia,2025-06-13T22:51:44.300Z,true,,,newsletter,everyone,The Case for West Asia,A Logical Correction to Historical Bias,
165904190.artificial-intimacy,2025-06-13T22:18:52.092Z,true,,,newsletter,everyone,Artificial Intimacy,Ethical Responsibility in AI-Human Relationships,
165868518.the-three-levels-of-truth,2025-06-13T14:03:28.545Z,true,,,newsletter,everyone,The Three Levels of Truth,"Pragmatism, Correspondence, and Coherence",
165866422.universal-basic-income,2025-06-13T13:36:18.970Z,true,,,newsletter,everyone,Universal Basic Income,Ethical Only if Voluntary,
165822622.the-trinity-and-relational-metaphysics,2025-06-12T21:42:40.045Z,true,,,newsletter,everyone,The Trinity and Relational Metaphysics,Jordan Hall’s Surprising Path from Systems Thinking to Theism,
165822194.aumanns-agreement-theorem,2025-06-12T21:37:30.112Z,true,,,newsletter,everyone,Aumann's Agreement Theorem,Why Rationalists Shouldn’t Agree to Disagree,
165786637.near-future-optimism,2025-06-12T13:31:50.791Z,true,,,newsletter,everyone,Near Future Optimism,Life Expectancy Amid Existential Risks,
165785917.life-expectancy,2025-06-12T13:20:47.772Z,true,,,newsletter,everyone,Life Expectancy,The Ultimate Proxy for Civilizational Level,
165751936.civilization-as-an-evolutionary-process,2025-06-12T00:57:24.950Z,true,,,newsletter,everyone,Civilization as an Evolutionary Process,"Cooperation, Complexity, and Correction",
165751396.resolving-the-paradox-of-tolerance,2025-06-12T00:46:29.372Z,true,,,newsletter,everyone,Resolving the Paradox of Tolerance,A Rationalist’s Guide,
165726066.instinct-for-submission,2025-06-11T18:03:55.090Z,true,,,newsletter,everyone,Instinct For Submission,The Evolutionary Psychology of Authoritarianism,
165721822.liberalism-vs-authoritarianism,2025-06-11T16:58:57.535Z,true,,,newsletter,everyone,Liberalism vs. Authoritarianism,Diametric Opposites or Nuanced Adversaries?,
165721326.the-woke-right,2025-06-11T16:52:15.832Z,true,,,newsletter,everyone,The Woke Right,When Opposition Becomes Imitation,
165708751.when-to-kill-a-project,2025-06-11T14:13:37.868Z,true,,,newsletter,everyone,When To Kill A Project,How Voluntary Support Separates Worthy Goals from Wasteful Ones,
165666289.what-counts-as-a-belief,2025-06-10T22:31:25.573Z,true,,,newsletter,everyone,What Counts as a Belief,"Subjectivity, Action, and Conditional Context",
165665795.credibility-credence-and-coercion,2025-06-10T22:18:34.561Z,true,,,newsletter,everyone,"Credibility, Credence, and Coercion",How Belief Shapes Agency and Threat Perception,
165642623.the-covid-19-lab-leak-hypothesis,2025-06-10T17:00:49.455Z,true,,,newsletter,everyone,The COVID-19 Lab Leak Hypothesis,A Bayesian Examination,
165641748.subjectivism-vs-moral-relativism,2025-06-10T16:50:33.288Z,true,,,newsletter,everyone,Subjectivism vs. Moral Relativism,Clarifying the Difference,
165499243.justice-after-colonization,2025-06-08T22:22:44.120Z,true,,,newsletter,everyone,Justice After Colonization,Ethical Alternatives to Coercive Redistribution,
165498639.the-ethics-of-immigration-vs-colonization,2025-06-08T22:14:44.003Z,true,,,newsletter,everyone,The Ethics of Immigration vs. Colonization,An Alternate Timeline,
165488598.the-paradox-of-classical-liberalism,2025-06-08T19:38:25.541Z,true,,,newsletter,everyone,The Paradox of Classical Liberalism,Why Humanity Rejects the Philosophy That Freed It,
165479695.ai-and-copyright,2025-06-08T16:51:34.475Z,true,,,newsletter,everyone,AI and Copyright,Learning Is Not Copying,
165436315.resolving-the-ai-geopolitical-dilemma,,false,,,newsletter,everyone,,,
165432518.introducing-harberger-insurance,2025-06-07T20:50:37.094Z,true,,,newsletter,everyone,Introducing Harberger Insurance,A Market-Based Solution to Measuring Harm,
165430456.communism-at-home,2025-06-07T20:32:31.726Z,true,,,newsletter,everyone,Communism at Home, Why Trust Doesn't Scale,
165428073.iq-realities-misconceptions-and-moral,2025-06-07T19:38:46.919Z,true,,,newsletter,everyone,"IQ: Realities, Misconceptions, and Moral Confusions",Why IQ Matters—And Why It’s Misunderstood,
165426721.the-fallacy-of-universal-intelligence,2025-06-07T19:32:16.744Z,true,,,newsletter,everyone,The Fallacy of Universal Intelligence,Separating Theoretical Potential from Practical Reality,
165424913.utopian-visions,2025-06-07T18:35:47.375Z,true,,,newsletter,everyone,Utopian Visions,"The absurd, the dangerous, and the misunderstood.",
165419043.forever-adolescents,2025-06-07T16:46:21.564Z,true,,,newsletter,everyone,Forever Adolescents,How Liberal Democracies Keep Us from Growing Up,
165411120.metaphysics-as-concept-creation,2025-06-07T14:28:53.121Z,true,,,newsletter,everyone,Metaphysics as Concept Creation,"Why Metaphysics Invents, Rather Than Discovers",
165410248.observer-class-alignment,2025-06-07T14:11:12.536Z,true,,,newsletter,everyone,Observer Class Alignment,Mechanics of Observation in the QBU,
165387299.the-ethics-of-the-unconceived,2025-06-07T02:09:36.792Z,true,,,newsletter,everyone,The Ethics of the Unconceived,What Embryo Choice Really Means,
165340454.when-plunder-funds-physics,2025-06-06T13:09:09.479Z,true,,,newsletter,everyone,When Plunder Funds Physics,Why Even Science Gets Caught in the Looting Machine,
